source_id,cab,name,recovery_products,files
1523850217,CAB-10968be86815c2104d00211f7fbdda88,3936000032070737572,highest-quality,1
1523850217,CAB-10968be86815c2104d00211f7fbdda88,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_02,scalar-full-source,1
1523850217,CAB-10968be86815c2104d00211f7fbdda88,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_02_End,scalar-full-source,1
1523850217,CAB-10968be86815c2104d00211f7fbdda88,acl-database-bulk,scalar-full-source,2
1523850217,CAB-10968be86815c2104d00211f7fbdda88,native-object,scalar-full-source,2
1523850217,CAB-10968be86815c2104d00211f7fbdda88,streaming-info,scalar-full-source,2
1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,1972841566982944910,highest-quality,1
1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,Avatar_Female_Size02_Remielle_PasSeul_Ani_Death,scalar-full-source,1
1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,acl-database-bulk,scalar-full-source,1
1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,native-object,scalar-full-source,1
1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,streaming-info,scalar-full-source,1
1523850217,CAB-1f466002e215f70f8858419255e63b62,-6435327900545201723,highest-quality,1
1523850217,CAB-1f466002e215f70f8858419255e63b62,Avatar_Female_Size02_Remielle_PasSeul_Ani_Run_Transform_01,scalar-full-source,1
1523850217,CAB-1f466002e215f70f8858419255e63b62,acl-database-bulk,scalar-full-source,1
1523850217,CAB-1f466002e215f70f8858419255e63b62,native-object,scalar-full-source,1
1523850217,CAB-1f466002e215f70f8858419255e63b62,streaming-info,scalar-full-source,1
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,-4087193232744972234,highest-quality,1
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,5273620667827153111,highest-quality,1
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_H,scalar-full-source,1
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_H_End,scalar-full-source,1
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,acl-database-bulk,scalar-full-source,2
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,native-object,scalar-full-source,2
1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,streaming-info,scalar-full-source,2
1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,6375438528676596695,highest-quality,1
