tier,source_id,cab,file,size
highest-quality,,,animation_recovery_report.json,1298639
highest-quality,102847481,CAB-00e8dae3c8695a5fec36908196b88b5a,-8503893327316144235.npz,64785
highest-quality,102847481,CAB-00e8dae3c8695a5fec36908196b88b5a,-929057884553090256.npz,340872
highest-quality,102847481,CAB-1c77d52a1225dc8eb72e210ec8ff54f5,-5487044827770026367.npz,1334603
highest-quality,102847481,CAB-1c77d52a1225dc8eb72e210ec8ff54f5,4158058185425734256.npz,236463
highest-quality,102847481,CAB-5429044575e0ff50fab2b8b898ad357d,6889733307893748972.npz,2398806
highest-quality,102847481,CAB-5429044575e0ff50fab2b8b898ad357d,7807589847472477599.npz,445574
highest-quality,102847481,CAB-8a2af431202af655544c1f6939a6e526,-5724022541439689088.npz,1196305
highest-quality,102847481,CAB-8a2af431202af655544c1f6939a6e526,-6889905996062850525.npz,201045
highest-quality,102847481,CAB-8a2af431202af655544c1f6939a6e526,3246741233040945598.npz,1035038
highest-quality,102847481,CAB-8a2af431202af655544c1f6939a6e526,7520176871862997284.npz,240227
highest-quality,102847481,CAB-9af1ea5d8a69568e15a5ea4b98240113,-1644446915680665024.npz,1689906
highest-quality,102847481,CAB-9af1ea5d8a69568e15a5ea4b98240113,485121230454011730.npz,101580
highest-quality,102847481,CAB-9af1ea5d8a69568e15a5ea4b98240113,521717370930988612.npz,309354
highest-quality,102847481,CAB-9af1ea5d8a69568e15a5ea4b98240113,5225909447599136991.npz,554234
highest-quality,102847481,CAB-a6983a3896095e5d0d0ca7300e520f51,-4405432581584559684.npz,949625
highest-quality,102847481,CAB-a6983a3896095e5d0d0ca7300e520f51,-8803156122219701776.npz,359373
highest-quality,102847481,CAB-a6983a3896095e5d0d0ca7300e520f51,4633368758962200941.npz,186730
highest-quality,102847481,CAB-a6983a3896095e5d0d0ca7300e520f51,8462630438214950599.npz,1996652
highest-quality,102847481,CAB-b618c17e0ed2d6f851f86ae5aef2ecd2,-8290319353614040747.npz,216893
highest-quality,102847481,CAB-b618c17e0ed2d6f851f86ae5aef2ecd2,2420885211496853281.npz,1126010
highest-quality,102847481,CAB-cbb7d42202fed0705a9c77c2ef34be2a,-5433537715502596119.npz,358852
highest-quality,102847481,CAB-cbb7d42202fed0705a9c77c2ef34be2a,8521723471483421154.npz,2193762
highest-quality,1186972585,CAB-025ec63081710535a751715600ae5afc,1539313848409567955.npz,201185
highest-quality,1186972585,CAB-025ec63081710535a751715600ae5afc,6811696467375545514.npz,1200319
highest-quality,1186972585,CAB-611b1b8a6d2293f56d406ad34f154181,-4642342276331182895.npz,297471
highest-quality,1186972585,CAB-611b1b8a6d2293f56d406ad34f154181,-5130596990700648998.npz,1200787
highest-quality,1186972585,CAB-69f28d52a67ea219a2c69ad5a7ac4d06,-4170381540393360754.npz,992976
highest-quality,1186972585,CAB-69f28d52a67ea219a2c69ad5a7ac4d06,-4412330399154329950.npz,256364
highest-quality,1186972585,CAB-6db348098761db4032082455b032f42f,1253384568466234109.npz,1249280
highest-quality,1186972585,CAB-6db348098761db4032082455b032f42f,2555431876738953443.npz,304265
highest-quality,1186972585,CAB-977e42edf66c0e48afb9bbc0b7490d91,2045774491675328414.npz,210439
highest-quality,1186972585,CAB-977e42edf66c0e48afb9bbc0b7490d91,5878337502696187076.npz,989707
highest-quality,1186972585,CAB-b239bb2c6995b6391056baf7e0580bba,-2912069511717118028.npz,997116
highest-quality,1186972585,CAB-b239bb2c6995b6391056baf7e0580bba,1465532539227399683.npz,207135
highest-quality,1186972585,CAB-bdb8d9e84a389a38d42a00e37b98ca22,-8200816506748520153.npz,1011271
highest-quality,1186972585,CAB-bdb8d9e84a389a38d42a00e37b98ca22,472486514639819991.npz,222482
highest-quality,1186972585,CAB-bf111adf0be9e1a866f4509d03f887f2,-4696264967594137980.npz,1294946
highest-quality,1186972585,CAB-bf111adf0be9e1a866f4509d03f887f2,-5813938829306315185.npz,204507
highest-quality,1186972585,CAB-d006774c3d8ee56af752784bb4bb810b,-1507456339828849665.npz,213167
highest-quality,1186972585,CAB-d006774c3d8ee56af752784bb4bb810b,-3244033172409104278.npz,983299
highest-quality,1186972585,CAB-e89fce5b362afe40ee71e40798b09205,-992807101245387548.npz,239429
highest-quality,1186972585,CAB-e89fce5b362afe40ee71e40798b09205,2788974981811062752.npz,980775
highest-quality,1186972585,CAB-f9e136273b9f4bdce72935ed724fcb43,-5491137950491540181.npz,1109736
highest-quality,1186972585,CAB-f9e136273b9f4bdce72935ed724fcb43,3905988045497503854.npz,224475
highest-quality,1523850217,CAB-04e4af7419c482a635f72fa1ca258d42,8989496986587551793.npz,70836
highest-quality,1523850217,CAB-07ef025a1ca730fc6b7cdab602cfae19,-7859734431836772985.npz,88315
highest-quality,1523850217,CAB-0b10eb5048484095af52372785bdf153,-4130641420515559846.npz,123537
highest-quality,1523850217,CAB-0f97bf0a30419cdd53aebf87bc85f7f0,6580722672136368370.npz,92376
highest-quality,1523850217,CAB-10968be86815c2104d00211f7fbdda88,-6759752939614417531.npz,66952
highest-quality,1523850217,CAB-10968be86815c2104d00211f7fbdda88,3936000032070737572.npz,76056
highest-quality,1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,1972841566982944910.npz,66324
highest-quality,1523850217,CAB-1f466002e215f70f8858419255e63b62,-6435327900545201723.npz,74756
highest-quality,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,-4087193232744972234.npz,31118
highest-quality,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,5273620667827153111.npz,77949
highest-quality,1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,6375438528676596695.npz,79143
highest-quality,1523850217,CAB-3359d7b33b146f286fd537a55785c74c,-2881933274264665742.npz,132874
highest-quality,1523850217,CAB-40a5d15767c840d457ad299d7197d261,-7875433444000694659.npz,123475
highest-quality,1523850217,CAB-4232d49fc14b028880a20705f18b2a75,2644980667515921557.npz,126912
highest-quality,1523850217,CAB-498338bc4096fd65ffd81badba402202,-3555870113992379841.npz,71116
highest-quality,1523850217,CAB-498338bc4096fd65ffd81badba402202,-6903300994333483617.npz,74505
highest-quality,1523850217,CAB-4ffcb0bc7eda79df0267fa31a619b457,-1969486077493927947.npz,130864
highest-quality,1523850217,CAB-50af935651124c0eb7a837399527305f,-2086817660766517078.npz,138557
highest-quality,1523850217,CAB-55e785702e8ecf60e9a29e785c3eb71c,-6953991387548681326.npz,166595
highest-quality,1523850217,CAB-5be24841a9a1f3c910be40c665b39b10,121531804778053132.npz,72417
highest-quality,1523850217,CAB-5eff061f8808ad30b53e5b5612181069,-5088587143379627752.npz,117774
highest-quality,1523850217,CAB-619f79d32da64d91304c1a531672738b,-1656722489883847159.npz,75321
highest-quality,1523850217,CAB-698201f549400e18fa7caa17f35017c1,7307114470387854560.npz,70193
highest-quality,1523850217,CAB-6a8b1b01b4cb715de99576d25cd6c2dc,-7504940210168695040.npz,20585
highest-quality,1523850217,CAB-6af25c81887fbcb6d1cf858538d27a63,-3628994143320135176.npz,125074
highest-quality,1523850217,CAB-6f27068b8859422ecd62e5b5be0885f1,1017477211783881926.npz,78341
highest-quality,1523850217,CAB-7472799b6ce60302c9766a2462e2528d,5560887246414865443.npz,78706
highest-quality,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,-8315336653619334883.npz,91798
highest-quality,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,678368150928868819.npz,84620
highest-quality,1523850217,CAB-79319d67b852d405749d025d53240717,-2121907366908414223.npz,117922
highest-quality,1523850217,CAB-796e34792e81342116e3887980f79e44,-8776362409554944054.npz,86169
highest-quality,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,2134020514806175719.npz,76564
highest-quality,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,2926518983236155192.npz,76657
highest-quality,1523850217,CAB-7c38049e2ff51e4d0e0c68d194fc253a,-6518441698820575275.npz,138489
highest-quality,1523850217,CAB-7cd551e162f6ed06c4b71106da96f4dc,8504739905493641752.npz,114880
highest-quality,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,-2352093389254818161.npz,97173
highest-quality,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,8156505608347191738.npz,30548
highest-quality,1523850217,CAB-8a08e9882a14fc838abf0113eba1b7f3,-2645361912310965306.npz,103706
highest-quality,1523850217,CAB-8c540054562db7edbd601ad9f9312fd0,4734551596987841323.npz,135079
highest-quality,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,-5412887485860329321.npz,42938
highest-quality,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,2990538837624449409.npz,31849
highest-quality,1523850217,CAB-9c533c0979b3e022f349fa506946b745,-3265296203472712284.npz,147478
highest-quality,1523850217,CAB-9d563c46975db1bfdab301bf8614f312,-3447199759255882351.npz,25382
highest-quality,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,148087719974129614.npz,73031
highest-quality,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,6622967762030173133.npz,55287
highest-quality,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,-1155290675334462679.npz,101536
highest-quality,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,5799038561787546060.npz,39316
highest-quality,1523850217,CAB-a823d6263a2a9559f85464c3370ed6a2,8867792996369793557.npz,101262
highest-quality,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,-634271642169061373.npz,119041
highest-quality,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,4421834620260399912.npz,59636
highest-quality,1523850217,CAB-ab1757a88896e229d07184875853c58c,2778352940527704367.npz,316453
highest-quality,1523850217,CAB-ab8aa7f478d9b1c5d296e46679442409,2086426869383369578.npz,82178
highest-quality,1523850217,CAB-ae6112767b4de944948ff3d9db0ef901,7162119520429048974.npz,121928
highest-quality,1523850217,CAB-b9d8018d23e2cb9d73ca084a0f2a20a3,-786566853111875148.npz,79487
highest-quality,1523850217,CAB-c79d6e50611fc9c8053126a906b2e78a,3892386236045217096.npz,75548
highest-quality,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,-453599638320599670.npz,104110
highest-quality,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,-5515147803904659855.npz,74561
highest-quality,1523850217,CAB-ce2c632735300d19082d603243d62c2e,-6628969260325167827.npz,188788
highest-quality,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,-2371397975648665643.npz,94274
highest-quality,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,-5836051886755954451.npz,62802
highest-quality,1523850217,CAB-e05267109b0d875623c52c4e76df2941,2457671196260810409.npz,111398
highest-quality,1523850217,CAB-e381a6dd36416c169752fb518b38e000,-869303386291863426.npz,66710
highest-quality,1523850217,CAB-e381a6dd36416c169752fb518b38e000,282829697858500702.npz,40789
highest-quality,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,-1865633390978939768.npz,20453
highest-quality,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,7019626000825424181.npz,109881
highest-quality,1523850217,CAB-e668327a20856d36e417d27c83a1a024,1212575651489049186.npz,142920
highest-quality,1523850217,CAB-fc25c3b03dc852e5b4d2ef81bdb29c83,-8882356081313299500.npz,82270
highest-quality,1523850217,CAB-fc33e3c3f318a0f1826dde90d1a4e1b3,-2234826315727283405.npz,48231
highest-quality,1523850217,CAB-fc33e3c3f318a0f1826dde90d1a4e1b3,4962035264147276382.npz,92141
highest-quality,166455023,CAB-ecd553c66a81e5a42fb13f88e9688494,-8967589269667655798.npz,2303508
highest-quality,166455023,CAB-ecd553c66a81e5a42fb13f88e9688494,749183524389434420.npz,455900
highest-quality,1704382549,CAB-032223020f5c723eefc3368416cbd5e1,515039831682801160.npz,580843
highest-quality,1704382549,CAB-0c8dba6ca843205d50751c0ff9b6a011,-5036785912351465611.npz,105720
highest-quality,1704382549,CAB-0fdb155c3dac8c9377342e63b566dbeb,1384830706564237703.npz,46621
highest-quality,1704382549,CAB-0fdb155c3dac8c9377342e63b566dbeb,5310189695225751449.npz,73200
highest-quality,1704382549,CAB-1110fe4280f6d46960a76fac015c7a88,-6787169860043975556.npz,91644
highest-quality,1704382549,CAB-1495f565ffb654275ce64a952b2df75f,5579212848912087808.npz,142697
highest-quality,1704382549,CAB-154858aa4c50c4f2451005d9c5dea10e,2002140185024447925.npz,107695
highest-quality,1704382549,CAB-1d42c3fa80fef6ccf27a3f523864b743,8617459412162619682.npz,587293
highest-quality,1704382549,CAB-223b072e96a33570f5b5f721a11623e9,7375287920953694611.npz,29353
highest-quality,1704382549,CAB-23f2c4f148dded48267120de5530f67d,568624441380478596.npz,132125
highest-quality,1704382549,CAB-312fe475e3415d379846d064fcaf8957,-6389968001128065014.npz,657289
highest-quality,1704382549,CAB-3391fd3ab2e2b669a798e97e5267c232,-6260324507213880840.npz,106902
highest-quality,1704382549,CAB-347a0d15bc1f1c0d4896dcb2f199cfe1,377070469331215385.npz,109178
highest-quality,1704382549,CAB-3e9fe04d4932ad03a2b4da5d13fc1f2b,-5377426071181693287.npz,93906
highest-quality,1704382549,CAB-3fc2c0af41ac3b44254823ea9e48e284,6650659754387199229.npz,92259
highest-quality,1704382549,CAB-46f5c52613b243a526e08069a4af4b96,-2178446478776927915.npz,577113
highest-quality,1704382549,CAB-6c136a6d1a38193b7e9d6f87f99d068d,-5177117304079189082.npz,95490
highest-quality,1704382549,CAB-6e5d453e780c35fe61c652d54d7c0b19,8242360160143665182.npz,99215
highest-quality,1704382549,CAB-747bbac80ad77b06c011f492b9d3801e,-3040720397802887349.npz,137465
highest-quality,1704382549,CAB-81243191e7fe4a55ce27ee0ca65b512e,-5793928149087727708.npz,118761
highest-quality,1704382549,CAB-8584ed69033619671fb538adba1e55d0,-4057830702806959602.npz,109263
highest-quality,1704382549,CAB-875afd9fb592fdc8e124cb89fc0d8b27,8179446946906836718.npz,554055
highest-quality,1704382549,CAB-89a08a1d23703691101e3b43b2ef2d7d,2520456379740600705.npz,102869
highest-quality,1704382549,CAB-8d05f7fcae2a2d05323c546ce4901fff,2654218092699803568.npz,85142
highest-quality,1704382549,CAB-8e5bae6ec39bb7ca3c5ac48f74e8fcca,8423170002218103669.npz,66988
highest-quality,1704382549,CAB-956077505a74bb6a3e8d7f47d4c8d019,8844670144911292491.npz,136191
highest-quality,1704382549,CAB-a229ee41794d14d0307f521afbcf77ad,3417920780662954083.npz,110871
highest-quality,1704382549,CAB-ad419a240b335cde1da75370aaf5a0f8,-4532001091464511097.npz,669369
highest-quality,1704382549,CAB-aee289f39d1d860eb7dede8fc576ce24,3411542325075466861.npz,94024
highest-quality,1704382549,CAB-b646ea4c5ff9cfbe0dc2a4f0ff63fcfa,7378223686047169184.npz,223399
highest-quality,1704382549,CAB-bf3c5b2d738ee46d28327e9b5f865151,8518318409222403670.npz,50211
highest-quality,1704382549,CAB-bfa650b7c5fc079aa38957c16e00ae34,6525180720145526982.npz,56856
highest-quality,1704382549,CAB-c0ffb9db6bd37a58cc850dd04a4cf12d,-8661473285749684346.npz,121336
highest-quality,1704382549,CAB-c1dae052a8f374388be01e0600a0af66,-3970582303084377354.npz,90152
highest-quality,1704382549,CAB-cd0b1b67c11695bcaf24298ee443c0ff,-6588496166271787003.npz,94718
highest-quality,1704382549,CAB-cd472cf3154f89ba14ed7c986a9f7f3c,-1665942086419258198.npz,72062
highest-quality,1704382549,CAB-cf6705734aee5321f2bf49d950486ec9,4950076632996511775.npz,133577
highest-quality,1704382549,CAB-d5ee7d3e2168afada47c5f5b55623756,516731653013529872.npz,99315
highest-quality,1704382549,CAB-e66353c6bbab78732070c3cefad05291,6280393617582618.npz,27568
highest-quality,1704382549,CAB-e7d532f162f21b569d1ae4099b93d072,-2343199801225763205.npz,660708
highest-quality,1704382549,CAB-ede75bd22ecb567f37e86820b89f1ab9,-2431180140212211413.npz,112378
highest-quality,1704382549,CAB-f28126959cada55ea7d40bcf36921109,-8815137970800821067.npz,93160
highest-quality,1704382549,CAB-f3646afb0dafe55fbc287d95b2e53063,-6458055481287383449.npz,92377
highest-quality,1704382549,CAB-fba945e6756a0e2cf7d145c968291b84,1367766434552027700.npz,670283
highest-quality,1715600529,CAB-0733cdaad7735f0d021d846ab41f7f37,-1021160638770416884.npz,229401
highest-quality,1715600529,CAB-0733cdaad7735f0d021d846ab41f7f37,1440121578779192547.npz,1228043
highest-quality,1715600529,CAB-37a2e82010a74c1af5e91ce696540eff,-213536611033901722.npz,54280
highest-quality,1715600529,CAB-37a2e82010a74c1af5e91ce696540eff,-2893577299971434832.npz,277378
highest-quality,1715600529,CAB-7087c1c761ef8a84da8d07b67a642115,43752608032791348.npz,322200
highest-quality,1715600529,CAB-7087c1c761ef8a84da8d07b67a642115,8307318319186089469.npz,1740154
highest-quality,1715600529,CAB-7895f618aaad46091d0eabaa8838f0c9,-4712315809483842211.npz,2230696
highest-quality,1715600529,CAB-7895f618aaad46091d0eabaa8838f0c9,1544813674513079468.npz,415859
highest-quality,1715600529,CAB-ad03df6b944ebc6d94acf235fb58356b,-2834775492895240316.npz,234673
highest-quality,1715600529,CAB-ad03df6b944ebc6d94acf235fb58356b,-3374308206746047625.npz,1338238
highest-quality,1715600529,CAB-e309f311f32845499196484ef821cb3f,-2077618035229796624.npz,708886
highest-quality,1715600529,CAB-e309f311f32845499196484ef821cb3f,3904083204131904281.npz,3898895
highest-quality,1715600529,CAB-e3904b61fb0c015c0af3e7eb785ce1ae,-402973070275490428.npz,1239593
highest-quality,1715600529,CAB-e3904b61fb0c015c0af3e7eb785ce1ae,6951737216419734359.npz,230387
highest-quality,1715600529,CAB-e60b1813519d286ca38b9838f44b4630,-4898536414085021582.npz,212406
highest-quality,1715600529,CAB-e60b1813519d286ca38b9838f44b4630,-9199533477340216773.npz,1115202
highest-quality,1715600529,CAB-e60b1813519d286ca38b9838f44b4630,1562909486031391805.npz,1116976
highest-quality,1715600529,CAB-e60b1813519d286ca38b9838f44b4630,4995497788641215052.npz,210870
highest-quality,1860708741,CAB-2306941d57f7544f7d5a39105e114edf,-6086909508455192655.npz,303725
highest-quality,1860708741,CAB-2306941d57f7544f7d5a39105e114edf,321527116734104337.npz,1459453
highest-quality,1860708741,CAB-494bd5c08978d90b9e429e89eefd3afe,-3648239661755005706.npz,773074
highest-quality,1860708741,CAB-494bd5c08978d90b9e429e89eefd3afe,-6451535175577738020.npz,167301
highest-quality,1860708741,CAB-65578e3cddc52b0bd391b580c5885c28,-6414009409087881918.npz,286046
highest-quality,1860708741,CAB-65578e3cddc52b0bd391b580c5885c28,-7957749517175371076.npz,1317353
highest-quality,1860708741,CAB-b7c0e0ef400c5932687047f20f402217,-7520317271572137748.npz,7478048
highest-quality,1860708741,CAB-b7c0e0ef400c5932687047f20f402217,8637045531324463456.npz,1160070
highest-quality,1860708741,CAB-bbf4c01a537179d93199e7204bb4f544,-5036748116070463981.npz,108420
highest-quality,1860708741,CAB-bbf4c01a537179d93199e7204bb4f544,6549233636137054704.npz,505193
highest-quality,1860708741,CAB-cd1a70e4cc6d0ca6529ca9f313fe5d89,-2198007012778656735.npz,1290264
highest-quality,1860708741,CAB-cd1a70e4cc6d0ca6529ca9f313fe5d89,-2943291743233252209.npz,272633
highest-quality,1876963883,CAB-0959ef4accf36578df1c91884f1734f1,-8534133473829246735.npz,1096806
highest-quality,1876963883,CAB-0959ef4accf36578df1c91884f1734f1,-8674294909014153322.npz,52895
highest-quality,1876963883,CAB-241fbaf4fd60b205539b13de2a17245b,-1160565790859856226.npz,365462
highest-quality,1876963883,CAB-241fbaf4fd60b205539b13de2a17245b,-2784842692007170474.npz,1952357
highest-quality,1876963883,CAB-4fa0b31c2ead4193c24efccdab012a68,-7917930783476894538.npz,216444
highest-quality,1876963883,CAB-4fa0b31c2ead4193c24efccdab012a68,5751198730476278853.npz,1111167
highest-quality,1876963883,CAB-82074f88a886fcfc9b7d870cc09bd340,201129590458849080.npz,2814005
highest-quality,1876963883,CAB-c22c2d1c569babc26368ba110771de3c,7322397595745092629.npz,251883
highest-quality,1876963883,CAB-c22c2d1c569babc26368ba110771de3c,9167602165747736858.npz,1408347
highest-quality,1876963883,CAB-d8fbebcff3461c85f6e8e3d656faadcf,-2053451558984455083.npz,841526
highest-quality,1876963883,CAB-d8fbebcff3461c85f6e8e3d656faadcf,-5596166863796330384.npz,173991
highest-quality,1876963883,CAB-d8fbebcff3461c85f6e8e3d656faadcf,5634588132277865150.npz,1784461
highest-quality,1876963883,CAB-d8fbebcff3461c85f6e8e3d656faadcf,7813796038876496448.npz,324334
highest-quality,1916835551,CAB-72af46e231ac1c92c740e6efa20a3946,-6481802436214235179.npz,573351
highest-quality,1916835551,CAB-72af46e231ac1c92c740e6efa20a3946,-9218743410937264583.npz,3623719
highest-quality,2006710238,CAB-00a0aeebf8545327f25f5674b93c05d4,-4526792344613562278.npz,335580
highest-quality,2006710238,CAB-00a0aeebf8545327f25f5674b93c05d4,-6396914387315774793.npz,54069
highest-quality,2006710238,CAB-00a0aeebf8545327f25f5674b93c05d4,3571753758861711803.npz,1881739
highest-quality,2006710238,CAB-00a0aeebf8545327f25f5674b93c05d4,955851873304441410.npz,281222
highest-quality,2006710238,CAB-0353b71bd01a780f3970689d4b8aa030,-409771880834856509.npz,1285168
highest-quality,2006710238,CAB-0353b71bd01a780f3970689d4b8aa030,2897952514858722300.npz,1019282
highest-quality,2006710238,CAB-0353b71bd01a780f3970689d4b8aa030,4344555018720723428.npz,204867
highest-quality,2006710238,CAB-0353b71bd01a780f3970689d4b8aa030,4941240938121583892.npz,223236
highest-quality,2006710238,CAB-29459d6b716e366147e997e02faf1fa1,-6844243640780810553.npz,416670
highest-quality,2006710238,CAB-29459d6b716e366147e997e02faf1fa1,2038985433102997564.npz,77691
highest-quality,2006710238,CAB-3f4c4dd48e40fbf7bf6cbb23796960bc,-4095588600957599538.npz,316993
highest-quality,2006710238,CAB-3f4c4dd48e40fbf7bf6cbb23796960bc,-929815099799922380.npz,1796441
highest-quality,2006710238,CAB-833fd3d22127ff7228b525d40f997aa0,6245713423748851663.npz,320539
highest-quality,2006710238,CAB-833fd3d22127ff7228b525d40f997aa0,7065537084702335652.npz,1823622
highest-quality,2006710238,CAB-8e1edcaf001ec3c019aef205d32f0b80,-8089345243544448965.npz,80778
highest-quality,2006710238,CAB-8e1edcaf001ec3c019aef205d32f0b80,2133478860367677187.npz,464771
highest-quality,2006710238,CAB-8e1edcaf001ec3c019aef205d32f0b80,3343346788711538502.npz,704799
highest-quality,2006710238,CAB-8e1edcaf001ec3c019aef205d32f0b80,7342936708937862502.npz,129693
highest-quality,2006710238,CAB-c101e9fdd690dfbeca81c304d8d70e96,-1426568102937424029.npz,53040
highest-quality,2006710238,CAB-c101e9fdd690dfbeca81c304d8d70e96,3805677695536517420.npz,1096795
highest-quality,2006710238,CAB-eb0cbd48e218dc6b8616a93d22822362,-5561527666033287597.npz,230330
highest-quality,2006710238,CAB-eb0cbd48e218dc6b8616a93d22822362,3724978590284937653.npz,1255718
highest-quality,2006710238,CAB-eb0cbd48e218dc6b8616a93d22822362,7852443070286253166.npz,1516704
highest-quality,2006710238,CAB-eb0cbd48e218dc6b8616a93d22822362,8022910211048519476.npz,282379
highest-quality,2132654338,CAB-066993d8a5ff8d0ccef4a25cb579569a,-7129616130449428738.npz,260723
highest-quality,2132654338,CAB-066993d8a5ff8d0ccef4a25cb579569a,2355478525442785719.npz,1344466
highest-quality,2132654338,CAB-15a4232294e11c716d031bbb083d7624,-4084114386154507887.npz,2130968
highest-quality,2132654338,CAB-15a4232294e11c716d031bbb083d7624,-4541582683945369037.npz,392228
highest-quality,2132654338,CAB-2bb8c19b923ef6385b1ddfc59840a5d1,-386601933073037890.npz,217653
highest-quality,2132654338,CAB-2bb8c19b923ef6385b1ddfc59840a5d1,-6926137905584299039.npz,1106833
highest-quality,2132654338,CAB-975769008ea745b3b1120bf4040819d9,-1685276881627157094.npz,1789846
highest-quality,2132654338,CAB-975769008ea745b3b1120bf4040819d9,2506288528843049181.npz,334166
highest-quality,2132654338,CAB-9b4af7685cf267f83ff85a5ec3bf63fa,1178091772023656799.npz,78847
highest-quality,2132654338,CAB-9b4af7685cf267f83ff85a5ec3bf63fa,2601924044941141242.npz,1667646
highest-quality,2132654338,CAB-9b4af7685cf267f83ff85a5ec3bf63fa,6947939037786921133.npz,411862
highest-quality,2132654338,CAB-9b4af7685cf267f83ff85a5ec3bf63fa,8389937142144858319.npz,301640
highest-quality,2132654338,CAB-cbf6cc6406d5e1b3033b8596ae1c33cc,-1418419951338338821.npz,812111
highest-quality,2132654338,CAB-cbf6cc6406d5e1b3033b8596ae1c33cc,-4370769054611414791.npz,142248
highest-quality,2132654338,CAB-cca7ec1a1760f2a8d6df50fccf3e7be7,-2362288373351358621.npz,404904
highest-quality,2132654338,CAB-cca7ec1a1760f2a8d6df50fccf3e7be7,-7674882666090462320.npz,2206122
highest-quality,2132654338,CAB-d79218643cf93cba63ee791475ee3abf,-8643495931116851949.npz,339420
highest-quality,2132654338,CAB-d79218643cf93cba63ee791475ee3abf,3607275373443599767.npz,1944493
highest-quality,2183785604,CAB-0081e50605a79e2da9734d5e61074554,5753086557135762467.npz,77420
highest-quality,2183785604,CAB-00f44328cb87e7c8bced4391b7b79872,-6220004692115046641.npz,95711
highest-quality,2183785604,CAB-0a06d3cee101691cb19f3178cbeaa657,5496730314928920704.npz,103224
highest-quality,2183785604,CAB-0b5dc51a094df03cf39a5e3f2451de2c,-259409272885186121.npz,1201830
highest-quality,2183785604,CAB-1b8aa5b857fc1c823d01e5e2f481b33f,6241273812928348439.npz,78516
highest-quality,2183785604,CAB-1bf1c7e6dafde66281b6d4c494f6e6ce,-8341292177973709198.npz,576685
highest-quality,2183785604,CAB-26d5a02903184363cbcc41eb74ba5853,6057668080471592257.npz,86431
highest-quality,2183785604,CAB-2dca7d9ca85098d09e896d1de322c718,-7598932651543768829.npz,76765
highest-quality,2183785604,CAB-2e943818f2dc143bc056a2dd73705886,5072287211732483410.npz,3649302
highest-quality,2183785604,CAB-358a540d75c0fbe22f8c48cfab7bb7a5,5515688759472793411.npz,94192
highest-quality,2183785604,CAB-3f471b94cd34d28989267cc95e6f5153,5409304696682500092.npz,89203
highest-quality,2183785604,CAB-3f494418752d2a601ad9bcd0655dd693,-2752172452494131541.npz,84511
highest-quality,2183785604,CAB-43d84f052cdab39a53dc47804a840fbb,7669795211835659818.npz,86611
highest-quality,2183785604,CAB-595d9d336fae704854ddf934daa1524f,6112627569387406495.npz,99043
highest-quality,2183785604,CAB-5bdef30a9e6217f576a41c6f379eaa9f,-5819553117001485341.npz,84783
highest-quality,2183785604,CAB-6ce8f865ec68024843efa2e344a08a69,-2893357577079155099.npz,669122
highest-quality,2183785604,CAB-6d0fbce54e4dc57ca69f5b2cc5f95e99,3984165087841632480.npz,122271
highest-quality,2183785604,CAB-72f8c7f9827fcfe0173693c8bdb902a7,-457393528185390061.npz,83141
highest-quality,2183785604,CAB-77c00d7f0c032a453bd3e434ab289511,39029034316122007.npz,78546
highest-quality,2183785604,CAB-7e1ca352d334bdb66920d5507c2271b0,2427008954198029178.npz,79765
highest-quality,2183785604,CAB-7f1b7b904692de4525488c7d02f4aa4a,7482761893202181617.npz,101509
highest-quality,2183785604,CAB-8146c8dd5a4a7d5f8cdb69ed9a1135cc,-5193148883567859068.npz,84139
highest-quality,2183785604,CAB-92ab1ae1ca44a05905734c0daa6fea22,-684304616127437470.npz,98590
highest-quality,2183785604,CAB-99813c44a68531f239e4a21a8713528b,-8128278303651048468.npz,92947
highest-quality,2183785604,CAB-a8a7115ce6b2b71f2d378c7009a9ecd8,717107884146638124.npz,78006
