tier,source_id,cab,file,size
scalar-full-source,1523850217,CAB-0f97bf0a30419cdd53aebf87bc85f7f0,native-object.raw,23568
scalar-full-source,1523850217,CAB-0f97bf0a30419cdd53aebf87bc85f7f0,streaming-info.json,335
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,acl-database-bulk.bin,7657
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_02_End.json,113083
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,native-object.raw,20208
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,streaming-info.json,334
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,acl-database-bulk.bin,12248
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_02.json,115745
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,native-object.raw,22220
scalar-full-source,1523850217,CAB-10968be86815c2104d00211f7fbdda88,streaming-info.json,338
scalar-full-source,1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,acl-database-bulk.bin,8513
scalar-full-source,1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,Avatar_Female_Size02_Remielle_PasSeul_Ani_Death.json,113544
scalar-full-source,1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,native-object.raw,20576
scalar-full-source,1523850217,CAB-1849fe39cfa60809ce0f387f0526a2d3,streaming-info.json,338
scalar-full-source,1523850217,CAB-1f466002e215f70f8858419255e63b62,acl-database-bulk.bin,10172
scalar-full-source,1523850217,CAB-1f466002e215f70f8858419255e63b62,Avatar_Female_Size02_Remielle_PasSeul_Ani_Run_Transform_01.json,114786
scalar-full-source,1523850217,CAB-1f466002e215f70f8858419255e63b62,native-object.raw,21484
scalar-full-source,1523850217,CAB-1f466002e215f70f8858419255e63b62,streaming-info.json,335
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,acl-database-bulk.bin,5077
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_H.json,105971
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,native-object.raw,14892
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,streaming-info.json,334
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,acl-database-bulk.bin,8780
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_H_End.json,114552
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,native-object.raw,21328
scalar-full-source,1523850217,CAB-2cfe73fe8ecf9607ce69e288da13c32d,streaming-info.json,337
scalar-full-source,1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,acl-database-bulk.bin,9666
scalar-full-source,1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Dash_Start.json,116652
scalar-full-source,1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,native-object.raw,22900
scalar-full-source,1523850217,CAB-304aa4d4e8a47c27396e4c78677d402d,streaming-info.json,334
scalar-full-source,1523850217,CAB-3359d7b33b146f286fd537a55785c74c,acl-database-bulk.bin,16714
scalar-full-source,1523850217,CAB-3359d7b33b146f286fd537a55785c74c,Avatar_Female_Size02_Remielle_PasSeul_Ani_Walk_End.json,127625
scalar-full-source,1523850217,CAB-3359d7b33b146f286fd537a55785c74c,native-object.raw,31140
scalar-full-source,1523850217,CAB-3359d7b33b146f286fd537a55785c74c,streaming-info.json,335
scalar-full-source,1523850217,CAB-40a5d15767c840d457ad299d7197d261,acl-database-bulk.bin,17516
scalar-full-source,1523850217,CAB-40a5d15767c840d457ad299d7197d261,Avatar_Female_Size02_Remielle_PasSeul_Ani_HitFly_Front.json,126431
scalar-full-source,1523850217,CAB-40a5d15767c840d457ad299d7197d261,native-object.raw,30264
scalar-full-source,1523850217,CAB-40a5d15767c840d457ad299d7197d261,streaming-info.json,335
scalar-full-source,1523850217,CAB-4232d49fc14b028880a20705f18b2a75,acl-database-bulk.bin,17328
scalar-full-source,1523850217,CAB-4232d49fc14b028880a20705f18b2a75,Avatar_Female_Size02_Remielle_PasSeul_Ani_Skill02_AirState_Back.json,126412
scalar-full-source,1523850217,CAB-4232d49fc14b028880a20705f18b2a75,native-object.raw,30192
scalar-full-source,1523850217,CAB-4232d49fc14b028880a20705f18b2a75,streaming-info.json,335
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,acl-database-bulk.bin,7860
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_01_End.json,113777
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,native-object.raw,20704
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,streaming-info.json,338
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,acl-database-bulk.bin,11818
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_01.json,115164
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,native-object.raw,21756
scalar-full-source,1523850217,CAB-498338bc4096fd65ffd81badba402202,streaming-info.json,335
scalar-full-source,1523850217,CAB-4ffcb0bc7eda79df0267fa31a619b457,acl-database-bulk.bin,15680
scalar-full-source,1523850217,CAB-4ffcb0bc7eda79df0267fa31a619b457,Avatar_Female_Size02_Remielle_PasSeul_Ani_Walk_Start_End.json,125867
scalar-full-source,1523850217,CAB-4ffcb0bc7eda79df0267fa31a619b457,native-object.raw,29832
scalar-full-source,1523850217,CAB-4ffcb0bc7eda79df0267fa31a619b457,streaming-info.json,335
scalar-full-source,1523850217,CAB-50af935651124c0eb7a837399527305f,acl-database-bulk.bin,16776
scalar-full-source,1523850217,CAB-50af935651124c0eb7a837399527305f,Avatar_Female_Size02_Remielle_PasSeul_Ani_Run_End.json,128141
scalar-full-source,1523850217,CAB-50af935651124c0eb7a837399527305f,native-object.raw,31476
scalar-full-source,1523850217,CAB-50af935651124c0eb7a837399527305f,streaming-info.json,335
scalar-full-source,1523850217,CAB-55e785702e8ecf60e9a29e785c3eb71c,acl-database-bulk.bin,23287
scalar-full-source,1523850217,CAB-55e785702e8ecf60e9a29e785c3eb71c,Avatar_Female_Size02_Remielle_PasSeul_Ani_SwitchIn_Attack_Ex.json,138002
scalar-full-source,1523850217,CAB-55e785702e8ecf60e9a29e785c3eb71c,native-object.raw,38924
scalar-full-source,1523850217,CAB-55e785702e8ecf60e9a29e785c3eb71c,streaming-info.json,335
scalar-full-source,1523850217,CAB-5be24841a9a1f3c910be40c665b39b10,acl-database-bulk.bin,8446
scalar-full-source,1523850217,CAB-5be24841a9a1f3c910be40c665b39b10,Avatar_Female_Size02_Remielle_PasSeul_Ani_Move_F_AirBack_Loop.json,112161
scalar-full-source,1523850217,CAB-5be24841a9a1f3c910be40c665b39b10,native-object.raw,19504
scalar-full-source,1523850217,CAB-5be24841a9a1f3c910be40c665b39b10,streaming-info.json,334
scalar-full-source,1523850217,CAB-5eff061f8808ad30b53e5b5612181069,acl-database-bulk.bin,14922
scalar-full-source,1523850217,CAB-5eff061f8808ad30b53e5b5612181069,Avatar_Female_Size02_Remielle_PasSeul_Ani_Evade_Back.json,125923
scalar-full-source,1523850217,CAB-5eff061f8808ad30b53e5b5612181069,native-object.raw,29860
scalar-full-source,1523850217,CAB-5eff061f8808ad30b53e5b5612181069,streaming-info.json,335
scalar-full-source,1523850217,CAB-619f79d32da64d91304c1a531672738b,acl-database-bulk.bin,6685
scalar-full-source,1523850217,CAB-619f79d32da64d91304c1a531672738b,Avatar_Female_Size02_Remielle_PasSeul_Ani_Dash_Loop.json,112497
scalar-full-source,1523850217,CAB-619f79d32da64d91304c1a531672738b,native-object.raw,19796
scalar-full-source,1523850217,CAB-619f79d32da64d91304c1a531672738b,streaming-info.json,334
scalar-full-source,1523850217,CAB-698201f549400e18fa7caa17f35017c1,acl-database-bulk.bin,7654
scalar-full-source,1523850217,CAB-698201f549400e18fa7caa17f35017c1,Avatar_Female_Size02_Remielle_PasSeul_Ani_Idle_AirState_Back_Loop.json,111353
scalar-full-source,1523850217,CAB-698201f549400e18fa7caa17f35017c1,native-object.raw,18932
scalar-full-source,1523850217,CAB-698201f549400e18fa7caa17f35017c1,streaming-info.json,334
scalar-full-source,1523850217,CAB-6a8b1b01b4cb715de99576d25cd6c2dc,acl-database-bulk.bin,3046
scalar-full-source,1523850217,CAB-6a8b1b01b4cb715de99576d25cd6c2dc,Avatar_Female_Size02_Remielle_PasSeul_Ani_Walk_Loop.json,103795
scalar-full-source,1523850217,CAB-6a8b1b01b4cb715de99576d25cd6c2dc,native-object.raw,13284
scalar-full-source,1523850217,CAB-6a8b1b01b4cb715de99576d25cd6c2dc,streaming-info.json,334
scalar-full-source,1523850217,CAB-6af25c81887fbcb6d1cf858538d27a63,acl-database-bulk.bin,15256
scalar-full-source,1523850217,CAB-6af25c81887fbcb6d1cf858538d27a63,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_Start.json,128790
scalar-full-source,1523850217,CAB-6af25c81887fbcb6d1cf858538d27a63,native-object.raw,32032
scalar-full-source,1523850217,CAB-6af25c81887fbcb6d1cf858538d27a63,streaming-info.json,335
scalar-full-source,1523850217,CAB-6f27068b8859422ecd62e5b5be0885f1,acl-database-bulk.bin,7499
scalar-full-source,1523850217,CAB-6f27068b8859422ecd62e5b5be0885f1,Avatar_Female_Size02_Remielle_PasSeul_Ani_Dash_Evade.json,112466
scalar-full-source,1523850217,CAB-6f27068b8859422ecd62e5b5be0885f1,native-object.raw,19780
scalar-full-source,1523850217,CAB-6f27068b8859422ecd62e5b5be0885f1,streaming-info.json,334
scalar-full-source,1523850217,CAB-7472799b6ce60302c9766a2462e2528d,acl-database-bulk.bin,11945
scalar-full-source,1523850217,CAB-7472799b6ce60302c9766a2462e2528d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_Ex_Max01.json,115393
scalar-full-source,1523850217,CAB-7472799b6ce60302c9766a2462e2528d,native-object.raw,21952
scalar-full-source,1523850217,CAB-7472799b6ce60302c9766a2462e2528d,streaming-info.json,335
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,acl-database-bulk.bin,11004
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ExSpecial_End.json,117697
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,native-object.raw,23712
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,streaming-info.json,335
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,acl-database-bulk.bin,13545
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ExSpecial.json,117914
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,native-object.raw,23868
scalar-full-source,1523850217,CAB-752e8fe0e3fcd85b7adff385a0f97874,streaming-info.json,339
scalar-full-source,1523850217,CAB-79319d67b852d405749d025d53240717,acl-database-bulk.bin,16597
scalar-full-source,1523850217,CAB-79319d67b852d405749d025d53240717,Avatar_Female_Size02_Remielle_PasSeul_Ani_Skill05_AirState_Back.json,125435
scalar-full-source,1523850217,CAB-79319d67b852d405749d025d53240717,native-object.raw,29488
scalar-full-source,1523850217,CAB-79319d67b852d405749d025d53240717,streaming-info.json,335
scalar-full-source,1523850217,CAB-796e34792e81342116e3887980f79e44,acl-database-bulk.bin,12230
scalar-full-source,1523850217,CAB-796e34792e81342116e3887980f79e44,Avatar_Female_Size02_Remielle_PasSeul_Ani_Finish_Ex_AirState_Start.json,119479
scalar-full-source,1523850217,CAB-796e34792e81342116e3887980f79e44,native-object.raw,25044
scalar-full-source,1523850217,CAB-796e34792e81342116e3887980f79e44,streaming-info.json,335
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,acl-database-bulk.bin,8519
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_04_End.json,114953
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,native-object.raw,21568
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,streaming-info.json,334
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,acl-database-bulk.bin,12506
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_04.json,115746
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,native-object.raw,22220
scalar-full-source,1523850217,CAB-7baa6ca91b004c57563a1199551753d5,streaming-info.json,338
scalar-full-source,1523850217,CAB-7c38049e2ff51e4d0e0c68d194fc253a,acl-database-bulk.bin,17760
scalar-full-source,1523850217,CAB-7c38049e2ff51e4d0e0c68d194fc253a,Avatar_Female_Size02_Remielle_PasSeul_Ani_SwitchIn_Normal.json,129190
scalar-full-source,1523850217,CAB-7c38049e2ff51e4d0e0c68d194fc253a,native-object.raw,32316
scalar-full-source,1523850217,CAB-7c38049e2ff51e4d0e0c68d194fc253a,streaming-info.json,335
scalar-full-source,1523850217,CAB-7cd551e162f6ed06c4b71106da96f4dc,acl-database-bulk.bin,15874
scalar-full-source,1523850217,CAB-7cd551e162f6ed06c4b71106da96f4dc,Avatar_Female_Size02_Remielle_PasSeul_Ani_Hit_H_Front.json,123850
scalar-full-source,1523850217,CAB-7cd551e162f6ed06c4b71106da96f4dc,native-object.raw,28296
scalar-full-source,1523850217,CAB-7cd551e162f6ed06c4b71106da96f4dc,streaming-info.json,335
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,acl-database-bulk.bin,11773
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_Ex_Max02_End.json,121106
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,native-object.raw,26260
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,streaming-info.json,335
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,acl-database-bulk.bin,4774
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_Ex_Max02.json,105415
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,native-object.raw,14512
scalar-full-source,1523850217,CAB-884e7e65a65ab40173f5345b37b0f517,streaming-info.json,338
scalar-full-source,1523850217,CAB-8a08e9882a14fc838abf0113eba1b7f3,acl-database-bulk.bin,15725
scalar-full-source,1523850217,CAB-8a08e9882a14fc838abf0113eba1b7f3,Avatar_Female_Size02_Remielle_PasSeul_Ani_MC_Walk_End_R.json,122656
scalar-full-source,1523850217,CAB-8a08e9882a14fc838abf0113eba1b7f3,native-object.raw,27384
scalar-full-source,1523850217,CAB-8a08e9882a14fc838abf0113eba1b7f3,streaming-info.json,335
scalar-full-source,1523850217,CAB-8c540054562db7edbd601ad9f9312fd0,acl-database-bulk.bin,16375
scalar-full-source,1523850217,CAB-8c540054562db7edbd601ad9f9312fd0,Avatar_Female_Size02_Remielle_PasSeul_Ani_Dash_End.json,128427
scalar-full-source,1523850217,CAB-8c540054562db7edbd601ad9f9312fd0,native-object.raw,31732
scalar-full-source,1523850217,CAB-8c540054562db7edbd601ad9f9312fd0,streaming-info.json,335
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,acl-database-bulk.bin,4539
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Special_End.json,107638
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,native-object.raw,16092
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,streaming-info.json,334
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,acl-database-bulk.bin,5139
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Special.json,105721
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,native-object.raw,14680
scalar-full-source,1523850217,CAB-98d9079cd109170d572afb8511b86a0b,streaming-info.json,337
scalar-full-source,1523850217,CAB-9c533c0979b3e022f349fa506946b745,acl-database-bulk.bin,18611
scalar-full-source,1523850217,CAB-9c533c0979b3e022f349fa506946b745,Avatar_Female_Size02_Remielle_PasSeul_Ani_Evade_Front.json,131605
scalar-full-source,1523850217,CAB-9c533c0979b3e022f349fa506946b745,native-object.raw,34088
scalar-full-source,1523850217,CAB-9c533c0979b3e022f349fa506946b745,streaming-info.json,335
scalar-full-source,1523850217,CAB-9d563c46975db1bfdab301bf8614f312,acl-database-bulk.bin,3577
scalar-full-source,1523850217,CAB-9d563c46975db1bfdab301bf8614f312,Avatar_Female_Size02_Remielle_PasSeul_Ani_SwitchOut_AirState_Back.json,104488
scalar-full-source,1523850217,CAB-9d563c46975db1bfdab301bf8614f312,native-object.raw,13812
scalar-full-source,1523850217,CAB-9d563c46975db1bfdab301bf8614f312,streaming-info.json,334
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,acl-database-bulk.bin,9912
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_Ex_01.json,114410
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,native-object.raw,21212
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,streaming-info.json,334
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,acl-database-bulk.bin,5637
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_Ex_01_End.json,108849
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,native-object.raw,17024
scalar-full-source,1523850217,CAB-a0aa630adf112db6491b4ce613c65951,streaming-info.json,337
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,acl-database-bulk.bin,12680
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Counter_End.json,121265
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,native-object.raw,26300
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,streaming-info.json,335
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,acl-database-bulk.bin,5067
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Counter.json,106899
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,native-object.raw,15576
scalar-full-source,1523850217,CAB-a6527aa5d84bf5e232a827d9240574ce,streaming-info.json,338
scalar-full-source,1523850217,CAB-a823d6263a2a9559f85464c3370ed6a2,acl-database-bulk.bin,15028
scalar-full-source,1523850217,CAB-a823d6263a2a9559f85464c3370ed6a2,Avatar_Female_Size02_Remielle_PasSeul_Ani_MC_Walk_End_L.json,121880
scalar-full-source,1523850217,CAB-a823d6263a2a9559f85464c3370ed6a2,native-object.raw,26840
scalar-full-source,1523850217,CAB-a823d6263a2a9559f85464c3370ed6a2,streaming-info.json,335
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,acl-database-bulk.bin,15881
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,Avatar_Female_Size02_Remielle_PasSeul_Ani_Finish_Ex_AirState_End.json,124643
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,native-object.raw,28928
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,streaming-info.json,335
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,acl-database-bulk.bin,7845
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,Avatar_Female_Size02_Remielle_PasSeul_Ani_Finish_Ex_AirState.json,113837
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,native-object.raw,20780
scalar-full-source,1523850217,CAB-a8a6b7f923fb70988e94cdd37346489b,streaming-info.json,338
scalar-full-source,1523850217,CAB-ab1757a88896e229d07184875853c58c,acl-database-bulk.bin,36990
scalar-full-source,1523850217,CAB-ab1757a88896e229d07184875853c58c,Avatar_Female_Size02_Remielle_PasSeul_Ani_Idle_AFK.json,161572
scalar-full-source,1523850217,CAB-ab1757a88896e229d07184875853c58c,native-object.raw,56548
scalar-full-source,1523850217,CAB-ab1757a88896e229d07184875853c58c,streaming-info.json,335
scalar-full-source,1523850217,CAB-ab8aa7f478d9b1c5d296e46679442409,acl-database-bulk.bin,8980
scalar-full-source,1523850217,CAB-ab8aa7f478d9b1c5d296e46679442409,Avatar_Female_Size02_Remielle_PasSeul_Ani_Run_Loop_02.json,113723
scalar-full-source,1523850217,CAB-ab8aa7f478d9b1c5d296e46679442409,native-object.raw,20696
scalar-full-source,1523850217,CAB-ab8aa7f478d9b1c5d296e46679442409,streaming-info.json,334
scalar-full-source,1523850217,CAB-ae6112767b4de944948ff3d9db0ef901,acl-database-bulk.bin,15796
scalar-full-source,1523850217,CAB-ae6112767b4de944948ff3d9db0ef901,Avatar_Female_Size02_Remielle_PasSeul_Ani_Finish_AirState_Front.json,126415
scalar-full-source,1523850217,CAB-ae6112767b4de944948ff3d9db0ef901,native-object.raw,30192
scalar-full-source,1523850217,CAB-ae6112767b4de944948ff3d9db0ef901,streaming-info.json,335
scalar-full-source,1523850217,CAB-b9d8018d23e2cb9d73ca084a0f2a20a3,acl-database-bulk.bin,10154
scalar-full-source,1523850217,CAB-b9d8018d23e2cb9d73ca084a0f2a20a3,Avatar_Female_Size02_Remielle_PasSeul_Ani_Skill01_AirState_Back.json,116616
scalar-full-source,1523850217,CAB-b9d8018d23e2cb9d73ca084a0f2a20a3,native-object.raw,22896
scalar-full-source,1523850217,CAB-b9d8018d23e2cb9d73ca084a0f2a20a3,streaming-info.json,335
scalar-full-source,1523850217,CAB-c79d6e50611fc9c8053126a906b2e78a,acl-database-bulk.bin,6689
scalar-full-source,1523850217,CAB-c79d6e50611fc9c8053126a906b2e78a,Avatar_Female_Size02_Remielle_PasSeul_Ani_Dash_Loop_02.json,112509
scalar-full-source,1523850217,CAB-c79d6e50611fc9c8053126a906b2e78a,native-object.raw,19800
scalar-full-source,1523850217,CAB-c79d6e50611fc9c8053126a906b2e78a,streaming-info.json,334
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,acl-database-bulk.bin,12472
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_01_End.json,120080
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,native-object.raw,25472
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,streaming-info.json,339
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,acl-database-bulk.bin,11256
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Burst_01.json,116255
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,native-object.raw,22620
scalar-full-source,1523850217,CAB-cdd962c9f0fb76fd3077ee7f50825dd1,streaming-info.json,335
scalar-full-source,1523850217,CAB-ce2c632735300d19082d603243d62c2e,acl-database-bulk.bin,24399
scalar-full-source,1523850217,CAB-ce2c632735300d19082d603243d62c2e,Avatar_Female_Size02_Remielle_PasSeul_Ani_QuestStart.json,137071
scalar-full-source,1523850217,CAB-ce2c632735300d19082d603243d62c2e,native-object.raw,38164
scalar-full-source,1523850217,CAB-ce2c632735300d19082d603243d62c2e,streaming-info.json,335
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,acl-database-bulk.bin,12461
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_03_End.json,118234
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,native-object.raw,24096
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,streaming-info.json,338
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,acl-database-bulk.bin,9648
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Normal_03.json,112608
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,native-object.raw,19868
scalar-full-source,1523850217,CAB-dfca78e19214b67ae1b0e8e1beb37a63,streaming-info.json,334
scalar-full-source,1523850217,CAB-e05267109b0d875623c52c4e76df2941,acl-database-bulk.bin,14663
scalar-full-source,1523850217,CAB-e05267109b0d875623c52c4e76df2941,Avatar_Female_Size02_Remielle_PasSeul_Ani_Hit_H_Back.json,122786
scalar-full-source,1523850217,CAB-e05267109b0d875623c52c4e76df2941,native-object.raw,27460
scalar-full-source,1523850217,CAB-e05267109b0d875623c52c4e76df2941,streaming-info.json,335
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,acl-database-bulk.bin,7121
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Rush_End.json,112623
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,native-object.raw,19852
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,streaming-info.json,334
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,acl-database-bulk.bin,6426
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_Rush.json,108560
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,native-object.raw,16840
scalar-full-source,1523850217,CAB-e381a6dd36416c169752fb518b38e000,streaming-info.json,337
scalar-full-source,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,acl-database-bulk.bin,2572
scalar-full-source,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,Avatar_Female_Size02_Remielle_PasSeul_Ani_Attack_ParryAid_L.json,103138
scalar-full-source,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,native-object.raw,12732
scalar-full-source,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,streaming-info.json,334
scalar-full-source,1523850217,CAB-e5e86e8272aecca0023a3de0cf7adf3d,acl-database-bulk.bin,11937
